,rule_num,rule_text
197,EV.7.6.4,"The IMD must monitor the Tractive System for:
a. An isolation failure
b. A failure in the IMD operation
This must be done without the influence of any programmable logic."
198,EV.7.6.5,"If the IMD detects one or more of the conditions of EV.7.6.4 above the IMD must:
a. Open the Shutdown Circuit EV.7.2.2
b. Turn on the IMD Indicator Light. The light must stay on until the IMD is reset EV.7.2.3"
199,EV.7.6.6,"The IMD Indicator Light must be:
a. Color: Red
b. Clearly visible to the seated driver in bright sunlight
c. Clearly marked with the lettering “IMD”"
200,EV.7.7,Brake System Plausibility Device - BSPD
201,EV.7.7.1,"The vehicle must have a standalone nonprogrammable circuit to check for simultaneous
braking and high power output
The BSPD must be provided in addition to the APPS / Brake Pedal Plausibility Check (EV.4.7)"
202,EV.7.7.2,"The BSPD must Open the Shutdown Circuit EV.7.2.2 when the two of these exist:
• Demand for Hard Braking EV.4.6
• Motor/Accumulator current is at a level where 5 kW of electrical power in the DC circuit
is delivered to the Motor(s) at the nominal battery voltage
The BSPD may delay opening the shutdown circuit up to 0.5 sec to avoid false trips"
203,EV.7.7.3,"The BSPD must Open the Shutdown Circuit EV.7.2.2 when there is an open or short circuit in
any sensor input"
204,EV.7.7.4,"The team must have a test to demonstrate BSPD operation at Electrical Technical Inspection.
a. Power must not be sent to the Motor(s) of the vehicle during the test
b. The test must prove the function of the complete BSPD in the vehicle, including the
current sensor
The suggested test would introduce a current by a separate wire from an external power
supply simulating the Tractive System current while pressing the brake pedal"
205,EV.7.8,Interlocks
206,EV.7.8.1,"Interlocks must be incorporated where specified (refer to EV.4.1.3, EV.5.5.2, EV.5.10 )"
207,EV.7.8.2,Additional Interlocks may be included in the Tractive System or components
208,EV.7.8.3,"The Interlock is a wire or connection that must:
a. Open the Shutdown Circuit EV.7.2.2 if the Interlock connection is broken or interrupted
b. Not be in the low (ground) connection to the AIR coils of the Shutdown Circuit"
209,EV.7.8.4,"Interlock circuits or connections do not require physical separation (EV.6.5) from Tractive
System wiring or components"
210,EV.7.9,Master Switches
211,EV.7.9.1,"Each vehicle must have two Master Switches that must:
a. Meet T.9.3 for Configuration and Location
b. Be direct acting, not act through a relay or logic"
212,EV.7.9.2,"The Grounded Low Voltage Master Switch (GLVMS) must:
a. Completely stop all power to the GLV System EV.4.4
b. Be in the center of a completely red circular area of > 50 mm in diameter
c. Be labeled “LV”"
213,EV.7.9.3,"The Tractive System Master Switch (TSMS) must:
a. Open the Shutdown Circuit in the OFF position EV.7.2.2
b. Be the last switch before the AIRs except for Precharge circuitry and Interlocks.
c. Be in the center of a completely orange circular area of > 50 mm in diameter
d. Be labeled “TS” and the symbol specified in ISO 7010-W012 (triangle with black
lightning bolt on yellow background).
e. Be fitted with a ""lockout/tagout"" capability in the OFF position EV.11.3.1"
214,EV.7.10,Shutdown Buttons
215,EV.7.10.1,Three Shutdown Buttons must be installed on the vehicle.
216,EV.7.10.2,Each Shutdown Button must be a push-pull or push-rotate emergency switch
217,EV.7.10.3,"One Shutdown Button must be on each side of the vehicle which:
a. Is located aft of the driver’s compartment at approximately the level of the driver’s head
b. Has a diameter of 40 mm minimum
c. Must not be easily removable or mounted onto removable body work"
218,EV.7.10.4,"One Shutdown Button must be mounted in the cockpit which:
a. Is located in easy reach of the belted in driver, adjacent to the steering wheel, and
unobstructed by the steering wheel or any other part of the vehicle
b. Has diameter of 24 mm minimum"
219,EV.7.10.5,"The international electrical symbol (a red spark on a white edged blue triangle) must be near
OFF
each Shutdown Button."
220,EV.7.10.6,Pressing any of the Shutdown Buttons must Open the Shutdown Circuit EV.7.2.2
221,EV.8,CHARGER REQUIREMENTS
222,EV.8.1,Charger Requirements
223,EV.8.1.1,"All features and functions of the Charger and Charging Shutdown Circuit must be
demonstrated at Electrical Technical Inspection. IN.4.1"
224,EV.8.1.2,Chargers will be sealed after approval. IN.4.7.1
225,EV.8.2,Charger Features
226,EV.8.2.1,The Charger must be galvanically isolated (AC) input to (DC) output.
227,EV.8.2.2,If the Charger housing is conductive it must be connected to the earth ground of the AC input.
228,EV.8.2.3,All connections of the Charger(s) must be isolated and covered.
229,EV.8.2.4,"The Charger connector(s) must incorporate a feature to let the connector become live only
when correctly connected to the Accumulator."
230,EV.8.2.5,High Voltage charging leads must be orange
231,EV.8.2.6,"The Charger must have two TSMPs installed, see EV.5.8.2"
232,EV.8.2.7,"The Charger must include a Charger Shutdown Button which is:
a. A push-pull or push-rotate emergency switch
b. Minimum diameter of 25 mm
c. Labelled with the international electrical symbol (a red spark on a white edged blue
OFF
triangle)"
233,EV.8.3,Charging Shutdown Circuit
234,EV.8.3.1,"The Charging Shutdown Circuit consists of:
a. Charger Shutdown Button EV.8.2.7
b. Accumulator Management System (AMS) EV.7.3
c. Insulation Monitoring Device (IMD) EV.7.6"
235,EV.8.3.2,"The AMS and IMD parts of the Charging Shutdown Circuit must:
a. Be designed as Normally Open contacts
b. Have completely independent circuits to Open the Charging Shutdown Circuit.
Design of the respective circuits must ensure that a failure cannot result in electrical
power being fed back into the Charging Shutdown Circuit."
236,EV.8.4,Charging Shutdown Circuit Operation
237,EV.8.4.1,"When Charging, the AMS and IMD must:
a. Monitor the Accumulator
b. Open the Charging Shutdown Circuit if a fault is detected."
238,EV.8.4.2,"When the Charging Shutdown Circuit Opens:
a. All current flow to the Accumulator must stop immediately
b. The voltage in the Tractive System must be Low Voltage T.9.1.2 in five seconds or less
c. The Charger must be turned off
d. The Charger must stay disabled until manually reset"
239,EV.9,VEHICLE OPERATIONS
240,EV.9.1,"Activation Sequence
The vehicle systems must energize in the following sequence:
a. Low Voltage (GLV) System EV.9.2
b. Tractive System Active EV.9.3
c. Ready to Drive EV.9.4"
241,EV.9.2,"Low Voltage (GLV) System
The Shutdown Circuit may be Closed when or after the GLV System is energized EV.7.2.4"
242,EV.9.3,Tractive System Active
243,EV.9.3.1,Definition – High Voltage is present outside of the Accumulator Container
244,EV.9.3.2,"Tractive System Active must not be possible until both:
• GLV System is Energized
• Shutdown Circuit is Closed"
245,EV.9.4,Ready to Drive
246,EV.9.4.1,Definition – the Motor(s) will respond to the input of the APPS
247,EV.9.4.2,"Ready to Drive must not be possible until the three at the same time:
• Tractive System Active EV.9.3
• The Brake Pedal is pressed and held to engage the mechanical brakes T.3.2
• The driver performs a manual action to initiate Ready to Drive
Such as pressing a specific button in the cockpit"
248,EV.9.5,Ready to Drive Sound
249,EV.9.5.1,The vehicle must make a characteristic sound when it is Ready to Drive
250,EV.9.5.2,"The Ready to Drive Sound must be:
a. Sounded continuously for minimum 1 second and maximum 3 seconds
b. A minimum sound level of 80 dBA, fast weighting IN.4.6
c. Easily recognizable. No animal voices, song parts or sounds that could be interpreted as
offensive will be accepted"
251,EV.9.5.3,The vehicle must not make other sounds similar to the Ready to Drive Sound.
252,EV.10,EVENT SITE ACTIVITIES
253,EV.10.1,Onsite Registration
254,EV.10.1.1,"The Accumulator must be onsite at the time the team registers to be eligible for Accumulator
Technical Inspection and Dynamic Events"
255,EV.10.1.2,"Teams who register without the Accumulator:
a. Must not bring their Accumulator onsite for the duration of the competition
b. May participate in Technical Inspection and Static Events"
256,EV.10.2,Accumulator Removal
257,EV.10.2.1,"After the team registers onsite, the Accumulator must remain on the competition site until
the end of the competition, or the team withdraws and leaves the site"
258,EV.10.2.2,Violators will be disqualified from the competition and must leave immediately
259,EV.11,WORK PRACTICES
260,EV.11.1,Personnel
261,EV.11.1.1,"The Electrical System Officer (ESO): AD.5.2
a. Is the only person on the team that may declare the vehicle electrically safe to allow
work on any system
b. Must accompany the vehicle when operated or moved at the competition site
c. Must be immediately available by phone at all times during the event"
262,EV.11.2,Maintenance
263,EV.11.2.1,"All participating team members must wear safety glasses with side shields at any time when:
a. Parts of the Tractive System are exposed while energized
b. Work is performed on the Accumulators"
264,EV.11.2.2,"Appropriate insulated tools must be used when working on the Accumulator or Tractive
System"
265,EV.11.3,Lockout
266,EV.11.3.1,The TSMS EV.7.9.3 must be locked in the OFF position when any work is done on the vehicle.
267,EV.11.3.2,"The HVD EV.5.5 must be disconnected when vehicles are:
a. Moved around the competition site
b. Participating in Static Events"
268,EV.11.4,Accumulator
269,EV.11.4.1,"The following work activities at competition are allowed only in the designated area and
during Electrical Technical Inspection IN.4 See EV.5.3.3
a. Opening Accumulator Containers
b. Any work on Accumulators, cells, or Segments
c. Energized electrical work"
270,EV.11.4.2,"Accumulator cells and/or Accumulator Segment(s) must be moved at the competition site
inside one of the two:
a. Completely closed Accumulator Container EV.4.3 See EV.4.10.2
b. Segment/Cell Transport Container EV.11.4.3"
271,EV.11.4.3,"The Segment/Cell Transport Container(s) must be:
a. Electrically insulated
b. Protected from shock hazards and arc flash"
272,EV.11.4.4,"Segments/Cells inside the Transport Container must agree with the voltage and energy limits
of EV.5.1.2"
273,EV.11.5,Charging
274,EV.11.5.1,"Accumulators must be removed from the vehicle inside the Accumulator Container and placed
on the Accumulator Container Hand Cart EV.4.10 for Charging."
275,EV.11.5.2,Accumulator Charging must occur only inside the designated area
276,EV.11.5.3,"A team member(s) who has knowledge of the Charging process must stay with the
Accumulator(s) during Charging"
277,EV.11.5.4,"Each Accumulator Container(s) must have a label with the following data during Charging:
Team name and Electrical System Officer phone number(s)"
278,EV.11.5.5,Additional site specific rules or policies may apply
