,rule_num,rule_text
170,F.7.2,Front Bulkhead
171,F.7.2.1,"When modeled as an “L” shaped section the EI of the Front Bulkhead about both vertical and
lateral axis must be equivalent to that of the tubes specified for the Front Bulkhead per F.6.1"
172,F.7.2.2,"The length of the section perpendicular to the Front Bulkhead may be a maximum of 25 mm
measured from the rearmost face of the Front Bulkhead"
173,F.7.2.3,"Any Front Bulkhead which supports the IA plate must have a perimeter shear strength
equivalent to a 1.5 mm thick steel plate"
174,F.7.3,Front Bulkhead Support
175,F.7.3.1,"In addition to proving that the strength of the monocoque is sufficient, the monocoque must
have equivalent EI to the sum of the EI of the six Steel Tubes (F.3.2.1.b) that it replaces."
176,F.7.3.2,"The EI of the vertical side of the Front Bulkhead support structure must be equivalent to or
more than the EI of one steel tube that it replaces when calculated as per F.4.4"
177,F.7.3.3,"The perimeter shear strength of the monocoque laminate in the Front Bulkhead support
structure must be 4 kN or more for a section with a diameter of 25 mm.
This must be proven by a physical test completed per F.4.3.5 and the results included in the
SES."
178,F.7.4,Front Hoop Attachment
179,F.7.4.1,"The Front Hoop must be mechanically attached to the monocoque
a. Front Hoop Mounting Plates must be the minimum thickness of the Front Hoop F.3.2.1.c
b. The Front Hoop tube must be mechanically connected to the Mounting Plate with
Mounting Plates parallel to both sides of the tube, with gussets from the Front Hoop
tube along both sides of the mounting plate"
180,F.7.4.2,"Front Hoop attachment to a monocoque must obey F.5.7.2 or F.7.8 within 25 mm of any
bends and nodes that are not at the top center of the Front Hoop"
181,F.7.4.3,"The Front Hoop may be fully laminated into the monocoque if:
a. The Front Hoop has core fit tightly around its entire circumference. Expanding foam is
not permitted
b. Equivalence to six or more mounts compliant with F.7.8 must show in the SES
c. A small gap in the laminate (approximately 25 mm) exists for inspection of the Front
Hoop F.5.7.6"
182,F.7.4.4,Adhesive must not be the sole method of attaching the Front Hoop to the monocoque
183,F.7.5,Side Impact Structure
184,F.7.5.1,"Side Impact Zone - the region longitudinally forward of the Main Hoop and aft of the Front
Hoop consisting of the combination of a vertical section up to 320 mm above the lowest point
of the upper surface of the floor to the bottom surface of the floor of the monocoque and half
the horizontal floor.
Side
Lowest Point Impact Structure
inside Chassis Side Bottom Surface
of Chassis Floor
Impact
Zone"
185,F.7.5.2,"The Side Impact Zone must have Equivalence to the three (3) Steel Tubes (F.3.2.1.e) that it
replaces"
186,F.7.5.3,"The portion of the Side Impact Zone that is vertically between the upper surface of the floor
and 320 mm above the lowest point of the upper surface of the floor (see figure above) must
have:
a. Equivalence to minimum two (2) Steel Tubes (F.3.2.1.e) per F.4.4
b. No openings in Side View between the Front Hoop and Main Hoop"
187,F.7.5.4,Horizontal floor Equivalence must be calculated per F.4.4
188,F.7.5.5,"The perimeter shear strength of the monocoque laminate must be 7.5 kN or more for a
section with a diameter of 25 mm.
This must be proven by physical test completed per F.4.3.5 and the results included in the SES."
189,F.7.6,Main Hoop Attachment
190,F.7.6.1,"The Main Hoop must be mechanically attached to the monocoque
a. Main Hoop mounting plates must be 2.0 mm minimum thickness steel
b. The Main Hoop tube must be mechanically connected to the mounting plate with 2.0
mm minimum thickness steel plates parallel to both sides of the tube, with gussets from
the Main Hoop tube along both sides of the mounting plate"
191,F.7.6.2,"Main Hoop attachment to a monocoque must obey F.7.8 within 25 mm of any bends and
nodes that are below the top of the monocoque"
192,F.7.7,"Roll Hoop Bracing Attachment
Attachment of tubular Front or Main Hoop Bracing to the monocoque must obey F.7.8."
193,F.7.8,Attachments
194,F.7.8.1,"Each attachment point between the monocoque or composite panels and the other Primary
Structure must be able to carry a minimum load of 30 kN in any direction.
a. When a Roll Hoop attaches in three locations on each side, the attachments must be
located at the bottom, top, and a location near the midpoint
mm
023
b. When a Roll Hoop attaches at only the bottom and a point between the top and the
midpoint on each side, each of the four attachments must show load strength of 45 kN in
all directions"
195,F.7.8.2,"If a tube frame ( F.6, F.11.2 ) meets the monocoque at the Attachments, the connection must
obey one of the two:
a. Parallel brackets attached to the two sides of the Main Hoop and the two sides of the
Side Impact Structure
b. Two mostly perpendicular brackets attached to the Main Hoop and the side and back of
the monocoque"
196,F.7.8.3,"The laminate, brackets, backing plates and inserts must have sufficient stiffness, shear area,
bearing area, weld area and strength to carry the load specified in F.7.8.1 in any direction.
Data obtained from the laminate perimeter shear strength test (F.4.3.5) must prove sufficient
shear area is provided."
197,F.7.8.4,Proof that the brackets are sufficiently stiff must be documented in the SES.
198,F.7.8.5,"Each attachment point requires no less than two 8 mm or 5/16” minimum diameter Critical
Fasteners, see T.8.2"
199,F.7.8.6,"Each attachment point requires backing plates which meet one of:
• Steel with a minimum thickness of 2 mm
• Alternate materials if Equivalency is approved"
200,F.7.8.7,"The Front Hoop Bracing, Main Hoop Bracing and Main Hoop Bracing Supports may use only
one 10 mm or 3/8” minimum diameter Critical Fasteners, see T.8.2 as an alternative to F.7.8.5
above if the bolt is on the centerline of the bracing tube to prevent loading the bolt in
bending, similar to the figure below.
CL
CL"
201,F.7.8.8,"Each Roll Hoop or Accumulator Container to Chassis attachment point must contain one of the
two:
a. A solid insert that is fully enclosed by both the inner and outer skin
b. Local elimination of any gap between inner and outer skin, with or without repeating
skin layups"
202,F.7.9,Driver Harness Attachment
203,F.7.9.1,"Required Loads
a. Each attachment point for the Shoulder Belts must support a minimum load of 15 kN
before failure with a required load of 30 kN distributed across both belt attachments.
b. Each attachment point for the Lap Belts must support a minimum load of 15 kN before
failure.
c. Each attachment point for the Anti-Submarine Belts must support a minimum load of 15
kN before failure.
d. If the Lap Belt and Anti-Submarine Belt mounting points are less than 125 mm apart, or
are attached to the same attachment point, then each mounting point must support a
minimum load of 30 kN before failure."
204,F.7.9.2,"Load Testing
The strength of Lap Belt, Shoulder Belt, and Anti-Submarine Belt attachments must be proven
by physical tests where the required load is applied to a representative attachment point
where the proposed layup and attachment bracket are used.
a. Edges of the test fixture supporting the sample must be a minimum of 125 mm from the
load application point (load vector intersecting a plane)
b. Test Load application of the Lap Belt and Anti Submarine Belts must be normal (90
degrees) to the plane of the test sample
c. Shoulder Belt Test Load application must meet:
Installed Shoulder Belt Angle: Test Load Application Angle must be: should be:
Between 90° and the installed
Between 90° and 45° 90°
Shoulder Belt Angle
Between 45° and 0° Between 90° and 45° 90°
The angles are measured from the plane of the Test Sample (90° is normal to the Test
Sample and 0° is parallel to the Test Sample)
d. The Shoulder Harness test sample must not be any larger than the section of the
monocoque as built
e. The width of the Shoulder Harness test sample must not be any wider than the Shoulder
Harness ""panel height"" (see Structural Equivalency Spreadsheet) used to show
equivalency for the Shoulder Harness mounting bar
f. Designs with attachments near a free edge must not support the free edge during the
test
The intent is that the test specimen, to the best extent possible, represents the vehicle as
driven at competition. Teams are expected to test a panel that is manufactured in as close a
configuration to what is built in the vehicle as possible"
205,F.8,FRONT CHASSIS PROTECTION
206,F.8.1,Requirements
207,F.8.1.1,"Forward of the Front Bulkhead there must be an Impact Attenuator with an Anti Intrusion
Plate between the Impact Attenuator and the Front Bulkhead."
208,F.8.1.2,"All methods of attachment of the Impact Attenuator to the Anti Intrusion Plate, and of the
Anti Intrusion Plate to the Front Bulkhead must provide sufficient load paths for transverse
and vertical loads if off-axis impacts occur."
209,F.8.2,Anti Intrusion Plate - AIP
210,F.8.2.1,"The Anti Intrusion Plate must be one of the following:
a. 1.5 mm minimum thickness solid steel
b. 4.0 mm minimum thickness solid aluminum plate
c. Composite material per F.8.3"
211,F.8.2.2,"The outside profile requirement of the Anti Intrusion Plate depends on the method of
attachment to the Front Bulkhead:
a. Welded joints: the profile must align with or be more than the centerline of the Front
Bulkhead tubes on all sides
b. Bolted joints, bonding, laminating: the profile must align with or be more than the
outside dimensions of the Front Bulkhead around the entire periphery"
212,F.8.2.3,"Attachment of the Anti Intrusion Plate directly to the Front Bulkhead must be documented in
the team’s SES submission. The accepted methods of attachment are:
a. Welding
• All weld lengths must be 25 mm or longer
• If interrupted, the weld/space ratio must be 1:1 or higher
b. Bolted joints
• Using no less than eight 8 mm or 5/16” minimum diameter Critical Fasteners, T.8.2.
• The distance between any two bolt centers must be 50 mm minimum.
• Each bolt attachment must have pullout, tearout and bending capabilities of 15 kN
c. Bonding
• The Front Bulkhead must have no openings
• The entire surface of the Anti Intrusion Plate must be bonded, with shear and peel
strength higher than 120 kN
d. Laminating
• The Anti Intrusion Plate must be in front of the outer skin of the Front Bulkhead
• The lamination must fully enclose the Anti Intrusion Plate and have shear capability
higher than 120 kN"
213,F.8.3,Composite Anti Intrusion Plate
214,F.8.3.1,"Composite Anti Intrusion Plates:
a. Must not fail in a frontal impact
b. Must withstand a minimum static load of 120 kN distributed over the 200 mm x 100 mm
minimum Impact Attenuator area"
215,F.8.3.2,"Strength of the Composite Anti Intrusion Plate must be verified by one of the two methods:
a. Physical testing of the AIP attached to a structurally representative section of the
intended chassis
• The test fixture must have equivalent strength and stiffness to a baseline front
bulkhead or must be the same as the first 50 mm of the Chassis
• Test data is valid for only one Competition Year
b. Laminate material testing under F.4.3.2 and F.4.3.5 and calculations of 3 point bending
and perimeter shear"
216,F.8.4,Impact Attenuator - IA
217,F.8.4.1,"Teams must do one of:
• Use an approved Standard Impact Attenuator from the FSAE Online Website
• Build and test a Custom Impact Attenuator of their own design F.8.8"
218,F.8.4.2,"The Custom Impact Attenuator must meet the following:
a. Length 200 mm or more, with its length oriented along the fore/aft axis of the Chassis.
b. Minimum height 100 mm (perpendicular to the ground) and minimum width 200 mm
(parallel to the ground) for a minimum distance of 200 mm forward of the Front
Bulkhead.
c. Segmented foam attenuators must have all segments bonded together to prevent sliding
or parallelogramming.
d. Honeycomb attenuators made of multiple segments must have a continuous panel
between each segment."
219,F.8.4.3,"If the outside profile of the Front Bulkhead is more than 400 mm x 350 mm, or the team uses
the Standard Honeycomb Impact Attenuator, and then one of the two must be met:
a. The Front Bulkhead must include an additional support that is a diagonal or X-brace that
meets F.3.2.1.b or Equivalent (integral or attached) for Monocoque bulkheads F.2.3.1
• The structure must go across the entire Front Bulkhead opening on the diagonal
• Attachment points at both ends must carry a minimum load of 30 kN in any
direction
b. Physical testing per F.8.8.6 and F.8.8.7 must be performed to prove that the Anti
Intrusion Plate does not permanently deflect more than 25 mm."
220,F.8.5,Impact Attenuator Attachment
221,F.8.5.1,"The attachment of the Impact Attenuator to the Anti Intrusion Plate or Front Bulkhead must
be documented in the SES submission"
222,F.8.5.2,"The Impact Attenuator must attach with an approved method:
Impact Attenuator Type Construction Attachment Method(s):
a. Standard or Custom Foam, Honeycomb Bonding
b. Custom other Bonding, Welding, Bolting"
223,F.8.5.3,"If the Impact Attenuator is attached by bonding:
a. Bonding must meet F.5.5
b. The shear strength of the bond must be higher than:
• 95 kN for foam Impact Attenuators
• 38.5 kN for honeycomb Impact Attenuators
• The maximum compressive force for custom Impact Attenuators
c. The entire surface of a foam Impact Attenuator must be bonded
d. Only the pre-crushed area of a honeycomb Impact Attenuator may be used for bond
equivalence"
224,F.8.5.4,"If the Impact Attenuator is attached by welding:
a. Welds may be continuous or interrupted
b. If interrupted, the weld/space ratio must be 1:1 or higher
c. All weld lengths must be more than 25 mm"
225,F.8.5.5,"If the Impact Attenuator is attached by bolting:
a. Must have no less than eight 8 mm or 5/16” minimum diameter Critical Fasteners, T.8.2
b. The distance between any two bolt centers must be 50 mm minimum
c. Each bolt attachment must have pullout, tearout and bending capabilities of 15 kN
d. Must be bolted directly to the Primary Structure"
226,F.8.5.6,"Impact Attenuator Position
a. All Impact Attenuators must mount with the bottom leading edge no more than 220 mm
above the lowest point on the top of the Lower Side Impact Structure
b. A Custom Impact Attenuator must mount with an area of 200 mm or more long and 200
mm or more wide that intersects a plane parallel to the ground that is no more than 220
mm above the lowest point on the top of the Lower Side Impact Structure"
227,F.8.5.7,"Impact Attenuator Orientation
a. The Impact Attenuator must be centered laterally on the Front Bulkhead
b. Standard Honeycomb must be mounted 200mm width x 100mm height
c. Standard Foam may be mounted laterally or vertically"
228,F.8.6,Front Impact Objects
229,F.8.6.1,"The only items allowed forward of the Anti Intrusion Plate in front view are the Impact
Attenuator, fastener heads, and light bodywork / nosecones
Fasteners should be oriented with the nuts rearwards"
230,F.8.6.2,"Front Wing and Bodywork Attachment
a. The front wing and front wing mounts must be able to move completely aft of the Anti
Intrusion Plate and not touch the front bulkhead during a frontal impact
b. The attachment points for the front wing and bodywork mounts should be aft of the Anti
Intrusion Plate
c. Tabs for wing and bodywork attachment must not extend more than 25mm forward of
the Anti Intrusion Plate"
231,F.8.6.3,"Pedal assembly at full travel and adjustment must have a minimum 25 mm clearance to the:
a. Rear face of the Anti Intrusion Plate
b. All Front Bulkhead structure F.6.1, F.7.2, F.8.4.3
c. All Non Crushable Items inside the Primary Structure
Non Crushable Items include, but are not limited to batteries, master cylinders, hydraulic
reservoirs"
232,F.8.7,Front Impact Verification
233,F.8.7.1,"The combination of the Impact Attenuator assembly and the force to crush or detach all other
items forward of the Anti Intrusion plate must not exceed the peak deceleration specified in
F.8.8.2
Ignore light bodywork, light nosecones, and outboard wheel assemblies"
234,F.8.7.2,"The peak load for the type of Impact Attenuator:
• Standard Foam Impact Attenuator 95 kN
• Standard Honeycomb Impact Attenuator 60 kN
• Tested Impact Attenuator peak as measured"
235,F.8.7.3,Use the Test Method F.8.7.4 or the Calculation Method F.8.7.5 to prove the force requirement
236,F.8.7.4,"Test Method
Get the peak force from physical testing of the Impact Attenuator and any Non Crushable
Object(s) as one of the two:
a. Tested together with the Impact Attenuator
b. Tested with the Impact Attenuator not attached, and add the peak load from F.8.7.2"
237,F.8.7.5,"Calculation Method
a. Calculate a failure load for the mounting of the Non Crushable Object(s) from fastener
shear, tearout, and/or link buckling
b. Add the peak attenuator load from F.8.7.2"
238,F.8.8,Impact Attenuator Data - IAD
239,F.8.8.1,All teams must include an Impact Attenuator Data (IAD) report as part of the SES.
240,F.8.8.2,"Impact Attenuator Functional Requirements
These are not test requirements
a. Decelerates the vehicle at a rate not exceeding 20 g average and 40 g peak
b. Energy absorbed must be more than 7350 J
When:
• Total mass of Vehicle is 300 kg
• Impact velocity is 7.0 m/s"
241,F.8.8.3,"When using the Standard Impact Attenuator, the SES must meet the following:
a. Test data will not be submitted
b. All other requirements of this section must be included.
c. Photos of the actual attenuator must be included
d. Evidence that the Standard IA meets the design criteria provided in the Standard Impact
Attenuator specification must be included with the SES. This may be a receipt or packing
slip from the supplier."
242,F.8.8.4,"The Impact Attenuator Data Report when NOT using the Standard Impact Attenuator must
include:
a. Test data that proves that the Impact Attenuator Assembly meets the Functional
Requirements F.8.8.2
b. Calculations showing how the reported absorbed energy and decelerations have been
derived.
c. A schematic of the test method.
d. Photos of the attenuator, annotated with the height of the attenuator before and after
testing."
243,F.8.8.5,The Impact Attenuator Test is valid for only one Competition Year
244,F.8.8.6,"Impact Attenuator Test Setup
a. During any test, the Impact Attenuator must be attached to the Anti Intrusion Plate using
the intended vehicle attachment method.
b. The Impact Attenuator Assembly must be attached to a structurally representative
section of the intended chassis.
The test fixture must have equivalent strength and stiffness to a baseline front bulkhead.
A solid block of material in the shape of the front bulkhead is not “structurally
representative”.
c. There must be 50 mm minimum clearance rearwards of the Anti Intrusion Plate to the
test fixture.
d. No part of the Anti Intrusion Plate may permanently deflect more than 25 mm beyond
the position of the Anti Intrusion Plate before the test.
The 25 mm spacing represents the front bulkhead support and insures that the plate does not
intrude excessively into the cockpit."
245,F.8.8.7,"Test Conduct
a. Composite Impact Attenuators must be Dynamic Tested.
Other Impact Attenuator constructions may be Dynamic Tested or Quasi-Static Tested
b. Dynamic Testing (sled, pendulum, drop tower, etc.) of the Impact Attenuator must be
conducted at a dedicated test facility. This facility may be part of the University, but must
be supervised by professional staff or the University faculty. Teams must not construct
their own dynamic test apparatus.
c. Quasi-Static Testing may be performed by teams using their University’s
facilities/equipment, but teams are advised to exercise due care when performing all
tests."
246,F.8.8.8,"Test Analysis
a. When using acceleration data from the dynamic test, the average deceleration must be
calculated based on the raw unfiltered data.
b. If peaks above the 40 g limit are present in the data, a Channel Filter Class (CFC) 60
(100Hz) filter per SAE Recommended Practice J211 “Instrumentation for Impact Test”, or
a 100 Hz, 3rd order, low pass Butterworth (-3dB at 100 Hz) filter may be applied."
247,F.9,"FUEL SYSTEM (IC ONLY)
Fuel System Location and Protection are subject to approval during SES review and Technical
Inspection."
248,F.9.1,Location
249,F.9.1.1,"Any portion of the Fuel System that is less than 350 mm above the ground, and all parts of the
Fuel Tank, must be inside the Primary Structure (F.1.10)."
250,F.9.1.2,"In side view, any portion of the Fuel System must not project below the lower surface of the
chassis"
251,F.9.2,"Protection
All Fuel Tanks must be shielded from side or rear impact"
252,F.10,ACCUMULATOR CONTAINER (EV ONLY)
253,F.10.1,General Requirements
254,F.10.1.1,"All Accumulator Containers must be:
a. Designed to withstand forces from deceleration in all directions
b. Made from a Nonflammable Material ( F.1.18 )"
255,F.10.1.2,"Design of the Accumulator Container must be documented in the SES.
Documentation includes materials used, drawings/images, fastener locations, cell/segment
weight and cell/segment position."
256,F.10.1.3,"The Accumulator Containers and mounting systems are subject to approval during SES review
and Technical Inspection"
257,F.10.1.4,"If the Accumulator Container is not constructed from steel or aluminum, the material
properties should be established at a temperature of 60°C"
258,F.10.1.5,"If adhesives are used for credited bonding, the bond performance should be established at a
temperature of 60°C"
259,F.10.2,External Structure
260,F.10.2.1,"The Floor or Bottom must be made from one of the three:
a. Steel 1.25 mm minimum thickness
b. Aluminum 3.2 mm minimum thickness
c. Equivalent Alternate / Composite materials ( F.4.1, F.4.3 )"
261,F.10.2.2,"Vertical Walls, Covers and Lids must be made from one of the three:
a. Steel 0.9 mm minimum thickness
b. Aluminum 2.3 mm minimum thickness
c. Equivalent Alternate / Composite materials ( F.4.1, F.4.3 )"
262,F.10.2.3,"The accepted methods of joining walls to walls and walls to floor are:
a. Welding
• Welds may be continuous or interrupted.
• If interrupted, the weld/space ratio must be 1:1 or higher
• All weld lengths must be more than 25 mm
b. Fasteners
Combined strength of the fasteners must be Equivalent to the strength of the welded
joint ( F.10.2.3.a above )
c. Bonding
• Bonding must meet F.5.5
• Strength of the bonded joint must be Equivalent to the strength of the welded joint
( F.10.2.3.a above )
• Bonds must run the entire length of the joint"
263,F.10.2.4,"Covers and Lids must be attached with a minimum of one fastener F.10.2.3.b for each external
vertical wall per section"
264,F.10.3,Internal Structure
265,F.10.3.1,"Walls
a. Construction of Internal walls (vertical or horizontal) separating cells and/or segments
must meet F.10.2.2
b. Internal vertical walls separating cells and/or segments:
• Must have minimum height of the full height of the Accumulator Segments
• Should extend to the lid above any segment
c. Fastened connections between the floor and any vertical wall of each Section must have
minimum of two fasteners
d. Removable horizontal interior walls must be fastened with a minimum of one fastener
for each external vertical wall per section
Folding or bending plate material to create flanges or to eliminate joints between walls is
recommended."
266,F.10.3.2,"Sections
a. Internal vertical walls divide the Accumulator Container into “Sections”
b. A maximum of 12 kg is allowed in any Section
c. Fastened connections between vertical walls around Sections containing 8kg or less must
have a minimum of two fasteners
d. Fastened connections between vertical walls around sections containing between 8 kg
and 12 kg must have a minimum of three fasteners"
267,F.10.3.3,"If segments are arranged vertically above other segments, each layer of segments must have a
load path to the Chassis attachments that does not pass through another layer of segments"
268,F.10.3.4,"Cells and Segments
a. The cells and/or segments must be appropriately secured against moving inside the
Container.
b. This mounting system design must withstand the following accelerations:
40 g in the longitudinal direction (forward/aft)
40 g in the lateral direction (left/right)
20 g in the vertical direction (up/down)
c. Calculations and/or tests proving these requirements are met must be included in the
SES.
d. Any fasteners must be 6 mm or 1/4” minimum diameter"
269,F.10.4,Holes and Openings
270,F.10.4.1,"The Accumulator Container(s) exterior or interior walls may contain holes or openings, see
EV.4.3.4"
271,F.10.4.2,Any Holes and Openings must be the minimum area necessary
272,F.10.4.3,Exterior and interior walls must cover a minimum of 75% of each face of the battery segments
273,F.10.4.4,"Holes and Openings for airflow:
a. Must be round. Slots are prohibited
b. Should be maximum 10 mm diameter
c. Must not have line of sight to the driver, with the Firewall installed or removed"
274,F.10.5,Attachment
275,F.10.5.1,Attachment of the Accumulator Container must be documented in the SES
276,F.10.5.2,"Accumulator Containers must:
a. Attach to the Major Structure of the chassis
A maximum of two attachment points may be on a chassis tube between two
triangulated nodes.
b. Not attach to the Shoulder Harness Mounting"
277,F.10.5.3,"Any fasteners used to attach Accumulator Container(s) are Critical Fasteners, see T.8.2"
278,F.10.5.4,"Each fastened attachment point to a composite Accumulator Container requires backing
plates that are one of the two:
a. Steel with a thickness of 2 mm minimum
b. Alternate materials Equivalent to 2 mm thickness steel"
279,F.10.5.5,"Teams must justify the Accumulator Container attachment using one of the two methods:
• Corner Attachments and Analysis per F.10.5.6 and F.10.5.8
• Load Based Analysis per F.10.5.7 and F.10.5.8"
280,F.10.5.6,"Accumulator Attachment – Corner Attachments
a. Eight or more attachments are required for any configuration.
• One attachment for each corner of a rectangular structure of multiple Accumulator
Segments
• More than the minimum number of fasteners may be required for non rectangular
arrangements
Examples: If not filled in with additional structure, an extruded L shape would require
attachments at 10 convex corners (the corners at the inside of the L are not convex);
an extruded hexagon would require 12 attachments
b. The mechanical connections at each corner must be 50 mm or less from the corner of
the Segment
c. Each attachment point must be able to withstand a Test Load equal to 1/4 of total mass
of the container accelerating at 40 g"
281,F.10.5.7,"Accumulator Attachment – Load Based
a. The minimum number of attachment points depends on the total mass of the container:
Accumulator Weight Minimum Attachment Points
< 20 kg 4
20 – 30 kg 6
30 – 40 kg 8
> 40 kg 10
b. Each attachment point, including any brackets, backing plates and inserts, must be able
to withstand 15 kN minimum in any direction"
282,F.10.5.8,"Accumulator Attachment – All Types
a. Every fastener must withstand the Test Load in pure shear, using the minor diameter if
any threads are in shear
b. Every Accumulator bracket, chassis bracket, or monocoque attachment point must
withstand the Test Load in bending, in pure tearout, pure pullout, pure weld shear if
welded, and pure bond shear and pure bond tensile if bonded.
c. Monocoque attachment points must meet F.7.8.8
d. Fasteners must be spaced minimum 50 mm apart to be counted as separate attachment
points"
283,F.11,"TRACTIVE SYSTEM (EV ONLY)
Tractive System Location and Protection are subject to approval during SES review and
Technical Inspection."
284,F.11.1,Location
285,F.11.1.1,All Accumulator Containers must lie inside the Primary Structure (F.1.10).
286,F.11.1.2,"When used, Outboard Wheel Motors and their connections must meet EV.4.1.3"
287,F.11.1.3,"Tractive System (EV.1.1) components including cables and wiring other than those in F.11.1.2
above must be contained inside one or both of:
• The Rollover Protection Envelope F.1.13
• Structure meeting F.5.16 Component Protection"
288,F.11.2,Protection
289,F.11.2.1,"Side Impact Protection
a. All Accumulator Containers must be protected from side impact by structure Equivalent
to Side Impact Structure (F.6.4, F.7.5)
The Accumulator Container must not be part of the Equivalent structure.
b. Accumulator Container side impact protection must go to a minimum height that is the
lower of the two:
• The height of the Upper Side Impact Structure
• The top of the Accumulator Container at that point
c. Tractive System components other than Accumulator Containers in a position below 350
mm from the ground must be protected from side impact by structure that meets F.5.16
Component Protection"
290,F.11.2.2,"Rear Impact Protection
a. All Accumulator Containers must be protected from rear impact:
• When the rear impact structure is 100 mm or less from an Accumulator Container,
the structure must be Equivalent to Side Impact Structure (F.6.4, F.7.5)
• When the rear impact structure is more than 100 mm from an Accumulator
Container, the structure must meet F.5.16 Component Protection
• The Accumulator Container must not be part of the Equivalent structure.
b. The Rear Impact Protection for the Accumulator Container must:
• Go to the Upper Side Impact Height at minimum
• Have a structural and triangulated load path from the top of the Rear Impact
Protection to the Upper Side Impact Structure F.6.4, F.7.5 at the Main Hoop
• Have a structural and triangulated load path from the bottom of the Rear Impact
Protection to the Lower Side Impact Structure F.6.4, F.7.5 at the Main Hoop
c. Other Tractive System components in a position below 350 mm from the ground must be
protected from rear impact by structure meeting F.5.16 Component Protection
d. Differential mounts or a plate behind upper and lower rear impact tubes may be used as
Rear Impact Protection.
If used, the mounts or plate must be 25 mm or more larger at both the top and bottom
of the upper and lower tubes"
291,F.11.2.3,"All Non Crushable Items should have a minimum 25 mm clearance to the surface of the
Accumulator Container.
Non Crushable Items include, but are not limited to motors, differentials, and the side or rear
impact structure itself. Accumulator mounts do not require clearance"
292,F.11.2.4,"Non Crushable Items mounted behind the Rear Impact structure must not be able to come
through the Rear Impact structure."
